
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
88:1D:FC:91:16:7F, 2019-11-25 17:14:31, 2019-11-25 17:21:24, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
DC:F7:19:4D:82:A0, 2019-11-25 17:14:31, 2019-11-25 17:21:24, 11,  -1, WPA, ,   ,  -1,        0,        2,   0.  0.  0.  0,   0, , 
84:3D:C6:37:3A:30, 2019-11-25 17:16:31, 2019-11-25 17:20:50, 11,  -1, OPN, ,   ,  -1,        0,        2,   0.  0.  0.  0,   0, , 
64:F6:9D:5B:C5:00, 2019-11-25 17:19:36, 2019-11-25 17:20:11, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
70:6B:B9:89:DC:80, 2019-11-25 17:19:25, 2019-11-25 17:19:25, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
00:A6:CA:29:BA:20, 2019-11-25 17:18:23, 2019-11-25 17:18:23, 11,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
C8:60:00:B1:3D:CC, 2019-11-25 17:16:59, 2019-11-25 17:17:28, 11,  -1, WPA, ,   ,  -1,        0,       41,   0.  0.  0.  0,   0, , 
88:1D:FC:88:62:20, 2019-11-25 17:15:53, 2019-11-25 17:16:00, 11,  -1, WPA, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
DC:F7:19:4D:89:CF, 2019-11-25 17:14:22, 2019-11-25 17:16:41, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
FC:5B:39:AE:06:E0, 2019-11-25 17:17:30, 2019-11-25 17:18:09, 11,  -1, OPN, ,   ,  -1,        0,        8,   0.  0.  0.  0,   0, , 
DC:F7:19:4D:2D:C0, 2019-11-25 17:18:31, 2019-11-25 17:18:31, 11,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
74:D2:1D:C3:23:70, 2019-11-25 17:16:48, 2019-11-25 17:20:17, 11,  65, WPA2, CCMP, PSK, -78,       13,        2,   0.  0.  0.  0,  19, HUAWEI Mate 10 lite, 
6C:FA:89:16:F4:50, 2019-11-25 17:20:19, 2019-11-25 17:20:19, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
DC:F7:19:48:C8:80, 2019-11-25 17:20:30, 2019-11-25 17:20:30, 11,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
84:3D:C6:37:3A:3F, 2019-11-25 17:16:27, 2019-11-25 17:20:57, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
88:1D:FC:91:16:70, 2019-11-25 17:21:20, 2019-11-25 17:21:20, 11,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
DC:F7:19:4D:31:00, 2019-11-25 17:14:18, 2019-11-25 17:21:50, 11, 130, WPA2, CCMP, MGT, -76,      295,      129,   0.  0.  0.  0,   7, eduroam, 
4A:45:20:D4:2A:B5, 2019-11-25 17:13:10, 2019-11-25 17:21:53, 11, 130, WPA2, CCMP, PSK, -38,     3400,        0,   0.  0.  0.  0,  25, DIRECT-OVNAOCOMPREMHPms5B, 
58:EF:68:B7:23:C1, 2019-11-25 17:07:13, 2019-11-25 17:21:53, 11,  54, WEP, WEP GCMP, OPN, -38,     5364,   155922,   0.  0.  0.  0,   7, SIO_WEP, 
58:EF:68:B7:2B:91, 2019-11-25 17:07:13, 2019-11-25 17:21:53, 11, 360, WPA2 WPA, CCMP TKIP, PSK, -19,     6941,     3583,   0.  0.  0.  0,   7, SIO_WPA, 
DC:F7:19:4D:89:C0, 2019-11-25 17:12:29, 2019-11-25 17:21:36, 11,  -1, OPN, ,   ,  -1,        0,        3,   0.  0.  0.  0,   0, , 
DC:F7:19:3D:57:A0, 2019-11-25 17:09:33, 2019-11-25 17:21:33, 11,  -1, OPN, ,   ,  -1,        0,        5,   0.  0.  0.  0,   0, , 
FC:5B:39:B0:17:00, 2019-11-25 17:11:34, 2019-11-25 17:21:50, 11,  -1, WPA, ,   ,  -1,        0,       71,   0.  0.  0.  0,   7, eduroam, 
74:88:BB:20:C0:E0, 2019-11-25 17:10:19, 2019-11-25 17:21:50, 11,  -1, WPA, ,   ,  -1,        0,      154,   0.  0.  0.  0,   0, , 
DC:F7:19:4D:31:E0, 2019-11-25 17:21:32, 2019-11-25 17:21:32, 11,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 

Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
56:93:80:05:B9:76, 2019-11-25 17:21:04, 2019-11-25 17:21:04, -65,        1, (not associated) ,
DA:A1:19:6B:50:9E, 2019-11-25 17:21:19, 2019-11-25 17:21:19, -65,        1, (not associated) ,
9E:A2:A1:58:67:90, 2019-11-25 17:21:22, 2019-11-25 17:21:22, -65,        4, (not associated) ,
12:37:3B:EC:4C:79, 2019-11-25 17:21:27, 2019-11-25 17:21:27, -65,        2, (not associated) ,
DA:A1:19:03:48:23, 2019-11-25 17:21:38, 2019-11-25 17:21:38, -65,        3, (not associated) ,
2A:2A:B8:EE:C0:4E, 2019-11-25 17:17:27, 2019-11-25 17:21:15, -63,        6, (not associated) ,
04:D6:AA:B8:F7:EC, 2019-11-25 17:18:26, 2019-11-25 17:20:51, -63,       18, (not associated) ,Kiosk1-5278,Kiosk1-4021
DA:A1:19:FD:BF:2F, 2019-11-25 17:20:54, 2019-11-25 17:20:54, -63,        2, (not associated) ,
40:E2:30:A7:86:A4, 2019-11-25 17:14:52, 2019-11-25 17:20:58, -63,       28, (not associated) ,
5A:65:B6:DE:D0:DB, 2019-11-25 17:20:57, 2019-11-25 17:20:57, -63,        4, (not associated) ,
6A:A9:89:78:AA:55, 2019-11-25 17:21:17, 2019-11-25 17:21:17, -63,        6, (not associated) ,
FC:77:74:7C:7F:7C, 2019-11-25 17:14:38, 2019-11-25 17:21:33, -63,       23, (not associated) ,eduroam
6A:61:A7:36:AD:09, 2019-11-25 17:21:37, 2019-11-25 17:21:37, -63,        1, (not associated) ,
94:E9:79:2D:3B:E3, 2019-11-25 17:10:19, 2019-11-25 17:21:46, -63,      310, 74:88:BB:20:C0:E0,
E4:E1:30:B1:0E:08, 2019-11-25 17:21:13, 2019-11-25 17:21:35, -61,        5, (not associated) ,eduroam
E4:42:A6:76:C0:69, 2019-11-25 17:13:11, 2019-11-25 17:21:20, -61,        8, (not associated) ,eduroam
38:59:F9:48:E9:8B, 2019-11-25 17:14:51, 2019-11-25 17:21:07, -61,       20, (not associated) ,
4C:74:BF:88:9E:81, 2019-11-25 17:16:27, 2019-11-25 17:20:57, -61,        9, 84:3D:C6:37:3A:3F,
A4:50:46:1D:87:77, 2019-11-25 17:20:13, 2019-11-25 17:21:06, -61,        3, (not associated) ,
96:02:E8:F3:D0:85, 2019-11-25 17:21:11, 2019-11-25 17:21:11, -61,        1, (not associated) ,
9E:0F:2C:90:CA:2D, 2019-11-25 17:21:11, 2019-11-25 17:21:11, -61,        5, (not associated) ,
26:55:C4:64:10:CE, 2019-11-25 17:21:13, 2019-11-25 17:21:13, -61,        2, (not associated) ,
06:86:F1:84:E9:BC, 2019-11-25 17:21:13, 2019-11-25 17:21:14, -61,        4, (not associated) ,
72:F0:63:04:AF:C7, 2019-11-25 17:21:17, 2019-11-25 17:21:17, -61,        2, (not associated) ,
06:29:CA:FA:D1:9B, 2019-11-25 17:21:20, 2019-11-25 17:21:21, -61,        2, (not associated) ,
32:5C:95:42:40:90, 2019-11-25 17:21:24, 2019-11-25 17:21:24, -61,        6, (not associated) ,
CA:70:F9:6F:2F:74, 2019-11-25 17:21:40, 2019-11-25 17:21:40, -61,        1, (not associated) ,
7E:CB:D9:20:DB:A5, 2019-11-25 17:21:47, 2019-11-25 17:21:47, -61,        2, (not associated) ,
68:14:01:3F:40:75, 2019-11-25 17:14:20, 2019-11-25 17:21:44, -59,       73, (not associated) ,eduroam
80:A5:89:73:D5:2D, 2019-11-25 17:14:19, 2019-11-25 17:21:46, -59,       19, (not associated) ,
FC:64:BA:90:47:E7, 2019-11-25 17:08:06, 2019-11-25 17:21:51, -55,       44, (not associated) ,Joao Electricista,eduroam
C0:EE:FB:55:9C:4C, 2019-11-25 17:16:37, 2019-11-25 17:21:31, -59,        8, (not associated) ,eduroam
0C:96:E6:6F:A8:73, 2019-11-25 17:14:56, 2019-11-25 17:21:20, -59,       53, (not associated) ,eduroam
B0:68:E6:24:68:15, 2019-11-25 17:15:10, 2019-11-25 17:21:17, -59,        8, (not associated) ,eduroam
CA:D8:B8:A7:5D:B0, 2019-11-25 17:20:50, 2019-11-25 17:20:50, -59,        5, (not associated) ,
8E:A2:9C:71:F8:75, 2019-11-25 17:21:00, 2019-11-25 17:21:01, -59,        2, (not associated) ,
62:54:93:79:54:45, 2019-11-25 17:21:01, 2019-11-25 17:21:01, -59,        3, (not associated) ,
DC:FB:48:DF:B4:CA, 2019-11-25 17:17:00, 2019-11-25 17:21:14, -59,       25, (not associated) ,eduroam
DA:A1:19:E7:63:48, 2019-11-25 17:21:24, 2019-11-25 17:21:24, -59,        2, (not associated) ,
A6:4B:4B:1D:1F:5C, 2019-11-25 17:21:31, 2019-11-25 17:21:31, -59,        4, (not associated) ,
F2:2E:F3:01:6B:F9, 2019-11-25 17:21:33, 2019-11-25 17:21:34, -59,        3, (not associated) ,
F4:0E:22:8D:52:FE, 2019-11-25 17:21:42, 2019-11-25 17:21:46, -57,        3, (not associated) ,eduroam
D0:7E:35:75:EE:FF, 2019-11-25 17:13:33, 2019-11-25 17:21:29, -57,       37, (not associated) ,eduroam
DA:A1:19:85:01:56, 2019-11-25 17:20:54, 2019-11-25 17:20:54, -57,        3, (not associated) ,
70:28:8B:D8:D7:BD, 2019-11-25 17:21:16, 2019-11-25 17:21:23, -57,        8, (not associated) ,eduroam
BC:98:DF:A8:DA:02, 2019-11-25 17:16:55, 2019-11-25 17:21:25, -57,       44, (not associated) ,eduroam
1A:8F:02:D6:03:54, 2019-11-25 17:21:32, 2019-11-25 17:21:32, -57,        1, (not associated) ,
DA:A1:19:E2:1C:07, 2019-11-25 17:21:35, 2019-11-25 17:21:35, -57,        2, (not associated) ,
3C:05:18:17:B8:0C, 2019-11-25 17:20:39, 2019-11-25 17:21:49, -55,       45, 74:88:BB:20:C0:E0,eduroam
88:83:22:4B:0F:DA, 2019-11-25 17:07:16, 2019-11-25 17:21:48, -57,      137, (not associated) ,eduroam,192.168.1.65
1C:4D:70:F6:65:DF, 2019-11-25 17:07:13, 2019-11-25 17:21:53, -43,     5748, 58:EF:68:B7:23:C1,
62:AE:0F:0E:5A:9C, 2019-11-25 17:21:48, 2019-11-25 17:21:48, -57,        1, (not associated) ,
7C:B0:C2:F1:6C:9C, 2019-11-25 17:20:04, 2019-11-25 17:21:46, -55,        4, (not associated) ,eduroam
98:2C:BC:16:22:E5, 2019-11-25 17:08:03, 2019-11-25 17:21:34, -55,       11, (not associated) ,eduroam
AA:DB:AC:EC:4C:CD, 2019-11-25 17:20:53, 2019-11-25 17:20:53, -55,        5, (not associated) ,
64:5D:86:7E:56:30, 2019-11-25 17:11:45, 2019-11-25 17:21:28, -55,       65, (not associated) ,eduroam
AE:30:BA:F1:BC:D2, 2019-11-25 17:21:27, 2019-11-25 17:21:27, -55,        3, (not associated) ,
1C:4D:70:17:8C:4D, 2019-11-25 17:12:26, 2019-11-25 17:21:31, -55,       20, (not associated) ,eduroam
50:5B:C2:DD:13:07, 2019-11-25 17:11:27, 2019-11-25 17:21:31, -55,       27, (not associated) ,eduroam
3E:63:4E:7C:72:6D, 2019-11-25 17:21:38, 2019-11-25 17:21:38, -55,        1, (not associated) ,
BE:0D:0E:46:5E:A3, 2019-11-25 17:21:39, 2019-11-25 17:21:39, -55,        1, (not associated) ,
DA:A1:19:B9:D3:F8, 2019-11-25 17:21:43, 2019-11-25 17:21:43, -55,        5, (not associated) ,
CE:EF:64:76:08:1E, 2019-11-25 17:21:44, 2019-11-25 17:21:44, -55,        3, (not associated) ,
70:1C:E7:9C:E8:93, 2019-11-25 17:14:42, 2019-11-25 17:21:40, -53,       22, (not associated) ,eduroam
A0:C5:89:0B:C7:C8, 2019-11-25 17:11:43, 2019-11-25 17:21:29, -53,       46, (not associated) ,eduroam
98:2C:BC:0B:44:C4, 2019-11-25 17:11:33, 2019-11-25 17:21:04, -53,       72, 58:EF:68:B7:23:C1,eduroam,SIO_WEP
E4:A7:C5:A5:C1:13, 2019-11-25 17:16:36, 2019-11-25 17:20:58, -53,      244, (not associated) ,eduroam,MEO-AF4360,COROARTEAVEIRO,RFVodafone-350E6F
94:65:2D:D3:F4:87, 2019-11-25 17:15:29, 2019-11-25 17:21:01, -53,       26, (not associated) ,eduroam
C2:9A:8E:B1:BF:BC, 2019-11-25 17:21:07, 2019-11-25 17:21:07, -53,        3, (not associated) ,
DA:A1:19:08:C3:07, 2019-11-25 17:10:30, 2019-11-25 17:21:50, -43,       60, (not associated) ,
D0:57:7B:AA:A7:5D, 2019-11-25 17:10:21, 2019-11-25 17:21:35, -51,       25, (not associated) ,eduroam
80:A5:89:B3:11:39, 2019-11-25 17:16:05, 2019-11-25 17:21:17, -51,       26, (not associated) ,eduroam
E0:DC:FF:EC:E2:41, 2019-11-25 17:17:19, 2019-11-25 17:21:03, -51,       13, (not associated) ,eduroam
20:79:18:AA:97:4F, 2019-11-25 17:14:14, 2019-11-25 17:20:51, -51,       14, (not associated) ,eduroam
6C:71:D9:82:6A:B6, 2019-11-25 17:14:11, 2019-11-25 17:21:39, -49,       63, DC:F7:19:4D:89:C0,eduroam
34:F6:4B:BF:FC:43, 2019-11-25 17:19:55, 2019-11-25 17:21:01, -49,        2, (not associated) ,eduroam
58:A0:23:49:95:3A, 2019-11-25 17:13:00, 2019-11-25 17:20:57, -49,       22, (not associated) ,eduroam
CE:E4:3F:3C:15:65, 2019-11-25 17:20:11, 2019-11-25 17:21:11, -49,        8, (not associated) ,
80:91:33:1E:B1:BF, 2019-11-25 17:16:51, 2019-11-25 17:21:20, -49,       43, (not associated) ,eduroam
DA:A1:19:30:50:86, 2019-11-25 17:21:48, 2019-11-25 17:21:48, -49,        5, (not associated) ,
64:A2:F9:32:1F:03, 2019-11-25 17:12:19, 2019-11-25 17:21:35, -47,       24, (not associated) ,eduroam
48:A4:72:B7:33:F1, 2019-11-25 17:11:41, 2019-11-25 17:21:03, -47,       13, (not associated) ,eduroam
58:00:E3:3B:0C:5C, 2019-11-25 17:14:57, 2019-11-25 17:20:58, -47,      110, DC:F7:19:4D:89:C0,eduroam
6C:71:D9:2A:78:7F, 2019-11-25 17:17:55, 2019-11-25 17:21:18, -47,       13, (not associated) ,eduroam
DA:A1:19:14:CA:5D, 2019-11-25 17:21:21, 2019-11-25 17:21:21, -47,        6, (not associated) ,
48:89:E7:A4:F5:F6, 2019-11-25 17:15:23, 2019-11-25 17:21:30, -47,       18, (not associated) ,eduroam
5A:00:E3:3B:0C:5C, 2019-11-25 17:20:58, 2019-11-25 17:21:45, -45,      102, (not associated) ,DIRECT-
B4:6B:FC:61:CC:C2, 2019-11-25 17:14:42, 2019-11-25 17:21:35, -45,       19, (not associated) ,eduroam
48:3C:0C:06:01:07, 2019-11-25 17:19:08, 2019-11-25 17:21:09, -45,       12, (not associated) ,
D0:57:7B:FE:D2:42, 2019-11-25 17:11:59, 2019-11-25 17:20:50, -45,       26, (not associated) ,eduroam
48:45:20:D4:2A:B5, 2019-11-25 17:09:01, 2019-11-25 17:21:48, -43,       55, (not associated) ,eduroam
C8:38:70:79:C5:D4, 2019-11-25 17:19:08, 2019-11-25 17:21:47, -43,       58, (not associated) ,eduroam
2E:71:D9:82:6A:B6, 2019-11-25 17:10:20, 2019-11-25 17:21:35, -43,       19, (not associated) ,
DC:66:72:35:23:EF, 2019-11-25 17:17:32, 2019-11-25 17:21:31, -43,       12, (not associated) ,eduroam
40:F0:2F:21:1E:2E, 2019-11-25 17:19:55, 2019-11-25 17:21:29, -43,        7, (not associated) ,eduroam
FC:F8:AE:A9:0E:F2, 2019-11-25 17:10:45, 2019-11-25 17:21:32, -41,       29, (not associated) ,eduroam
B8:EE:65:DA:7A:4D, 2019-11-25 17:11:05, 2019-11-25 17:21:04, -41,       55, DC:F7:19:4D:89:C0,eduroam
94:E9:79:98:8D:11, 2019-11-25 17:11:32, 2019-11-25 17:21:48, -41,      113, (not associated) ,eduroam
C4:E9:84:0F:F6:39, 2019-11-25 17:07:14, 2019-11-25 17:21:53, -38,   257130, 58:EF:68:B7:23:C1,SIO_WPA,SIO_WEP
C8:1E:E7:60:B7:1C, 2019-11-25 17:15:21, 2019-11-25 17:21:49, -39,       37, (not associated) ,eduroam
C4:85:08:08:05:F2, 2019-11-25 17:11:24, 2019-11-25 17:21:25, -39,       45, (not associated) ,eduroam
54:27:1E:D3:5C:AD, 2019-11-25 17:11:05, 2019-11-25 17:21:20, -35,       14, DC:F7:19:3D:57:A0,eduroam
08:D4:0C:C4:B1:08, 2019-11-25 17:20:46, 2019-11-25 17:21:46, -35,        9, (not associated) ,
E0:AA:96:DE:01:AE, 2019-11-25 17:07:13, 2019-11-25 17:21:51, -35,      393, (not associated) ,eduroam
D8:0B:9A:2C:F3:30, 2019-11-25 17:13:40, 2019-11-25 17:20:54, -29,       60, (not associated) ,eduroam
C8:21:58:93:73:0E, 2019-11-25 17:21:12, 2019-11-25 17:21:39, -27,        6, (not associated) ,
9C:B6:D0:92:E2:53, 2019-11-25 17:07:37, 2019-11-25 17:21:39, -21,      196, (not associated) ,internet,eduroam
30:52:CB:5E:1D:D9, 2019-11-25 17:09:38, 2019-11-25 17:21:48, -19,      124, (not associated) ,eduroam
54:14:73:48:8F:70, 2019-11-25 17:21:06, 2019-11-25 17:21:06,  -1,        2, DC:F7:19:4D:31:00,
F0:0F:EC:57:EB:D1, 2019-11-25 17:21:17, 2019-11-25 17:21:17,  -1,        4, DC:F7:19:4D:31:00,
1C:7B:23:9A:EA:58, 2019-11-25 17:21:28, 2019-11-25 17:21:29,  -1,        3, DC:F7:19:4D:31:00,
EC:89:14:F4:44:09, 2019-11-25 17:21:36, 2019-11-25 17:21:36,  -1,        2, DC:F7:19:4D:31:00,
0C:84:AB:E5:72:AA, 2019-11-25 17:21:49, 2019-11-25 17:21:49, -51,        2, (not associated) ,eduroam
CA:27:93:C2:A0:87, 2019-11-25 17:21:49, 2019-11-25 17:21:49, -55,        2, (not associated) ,
6C:31:B8:2F:A8:15, 2019-11-25 17:21:50, 2019-11-25 17:21:50, -53,        1, (not associated) ,eduroam
78:C3:E9:BB:3F:6C, 2019-11-25 17:21:50, 2019-11-25 17:21:50, -69,        2, (not associated) ,eduroam
C8:B7:8E:2E:27:E0, 2019-11-25 17:21:50, 2019-11-25 17:21:50, -51,        1, (not associated) ,eduroam
A8:2B:67:D8:1F:8D, 2019-11-25 17:21:51, 2019-11-25 17:21:51, -43,        2, (not associated) ,eduroam
20:76:22:F5:1B:3C, 2019-11-25 17:21:51, 2019-11-25 17:21:51, -47,        1, (not associated) ,eduroam
86:17:FC:0A:80:89, 2019-11-25 17:21:51, 2019-11-25 17:21:51, -57,        2, (not associated) ,

